,name,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,date
415,Wonderland,1989 (Deluxe),0.422,0.692,3,-5.447,1,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,audio_features,spotify:track:6RvRzl1YJTDnUvdOtV21IK,https://api.spotify.com/v1/tracks/6RvRzl1YJTDnUvdOtV21IK,https://api.spotify.com/v1/audio-analysis/6RvRzl1YJTDnUvdOtV21IK,245560,4,2014-01-01
416,You Are In Love,1989 (Deluxe),0.474,0.48,2,-8.894,1,0.0622,0.707,0.000108,0.0903,0.319,170.109,audio_features,spotify:track:2KrOAg6FftbjgSKdd2a4rS,https://api.spotify.com/v1/tracks/2KrOAg6FftbjgSKdd2a4rS,https://api.spotify.com/v1/audio-analysis/2KrOAg6FftbjgSKdd2a4rS,267107,4,2014-01-01
417,New Romantics,1989 (Deluxe),0.633,0.889,5,-5.87,1,0.0715,0.00463,0.000458,0.0658,0.584,121.956,audio_features,spotify:track:0qAIiGFKLdV1xpNlEhjpq8,https://api.spotify.com/v1/tracks/0qAIiGFKLdV1xpNlEhjpq8,https://api.spotify.com/v1/audio-analysis/0qAIiGFKLdV1xpNlEhjpq8,230467,4,2014-01-01
418,I Know Places - Voice Memo,1989 (Deluxe),0.592,0.128,9,-17.932,0,0.589,0.829,0.0,0.527,0.15,78.828,audio_features,spotify:track:4FoV729rw7IhoKlMZW5K5V,https://api.spotify.com/v1/tracks/4FoV729rw7IhoKlMZW5K5V,https://api.spotify.com/v1/audio-analysis/4FoV729rw7IhoKlMZW5K5V,216333,4,2014-01-01
419,I Wish You Would - Voice Memo,1989 (Deluxe),0.781,0.357,0,-16.394,1,0.912,0.717,0.0,0.185,0.645,118.317,audio_features,spotify:track:4eTXfpHxhxVofrBUjAhPMg,https://api.spotify.com/v1/tracks/4eTXfpHxhxVofrBUjAhPMg,https://api.spotify.com/v1/audio-analysis/4eTXfpHxhxVofrBUjAhPMg,107133,4,2014-01-01
420,Blank Space - Voice Memo,1989 (Deluxe),0.675,0.234,5,-15.064,0,0.721,0.801,0.0,0.657,0.578,127.296,audio_features,spotify:track:4e6QU4gpfZj9xxcK856RgG,https://api.spotify.com/v1/tracks/4e6QU4gpfZj9xxcK856RgG,https://api.spotify.com/v1/audio-analysis/4e6QU4gpfZj9xxcK856RgG,131187,4,2014-01-01
421,Welcome To New York,1989,0.793,0.634,7,-4.807,1,0.0324,0.038,1.76e-06,0.304,0.615,117.023,audio_features,spotify:track:10nqz67NQWWa7XPq7ycihi,https://api.spotify.com/v1/tracks/10nqz67NQWWa7XPq7ycihi,https://api.spotify.com/v1/audio-analysis/10nqz67NQWWa7XPq7ycihi,212600,4,2014-01-01
422,Blank Space,1989,0.752,0.678,5,-5.421,1,0.0646,0.085,1.64e-06,0.13,0.583,96.009,audio_features,spotify:track:2ls70nUDfjzm1lSRDuKxmw,https://api.spotify.com/v1/tracks/2ls70nUDfjzm1lSRDuKxmw,https://api.spotify.com/v1/audio-analysis/2ls70nUDfjzm1lSRDuKxmw,231827,4,2014-01-01
423,Style,1989,0.598,0.786,2,-5.572,1,0.0382,0.00256,0.00143,0.117,0.456,95.021,audio_features,spotify:track:71PmZqBXH0RUETqxpwlV0w,https://api.spotify.com/v1/tracks/71PmZqBXH0RUETqxpwlV0w,https://api.spotify.com/v1/audio-analysis/71PmZqBXH0RUETqxpwlV0w,231000,4,2014-01-01
424,Out Of The Woods,1989,0.552,0.841,7,-6.938,1,0.0372,0.00103,1.23e-05,0.337,0.342,91.993,audio_features,spotify:track:7EpVQjqtKygiwJIASxMWNg,https://api.spotify.com/v1/tracks/7EpVQjqtKygiwJIASxMWNg,https://api.spotify.com/v1/audio-analysis/7EpVQjqtKygiwJIASxMWNg,235800,4,2014-01-01
425,All You Had To Do Was Stay,1989,0.602,0.735,5,-5.778,1,0.0337,0.00196,4.77e-05,0.105,0.472,96.969,audio_features,spotify:track:4NNolUeL5m2ju7kf8pdg6H,https://api.spotify.com/v1/tracks/4NNolUeL5m2ju7kf8pdg6H,https://api.spotify.com/v1/audio-analysis/4NNolUeL5m2ju7kf8pdg6H,193293,4,2014-01-01
426,Shake It Off,1989,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,audio_features,spotify:track:1kKlhuQE0HXp1IwBRpaH2P,https://api.spotify.com/v1/tracks/1kKlhuQE0HXp1IwBRpaH2P,https://api.spotify.com/v1/audio-analysis/1kKlhuQE0HXp1IwBRpaH2P,219200,4,2014-01-01
427,I Wish You Would,1989,0.649,0.898,0,-5.963,1,0.0511,0.016,9.9e-05,0.109,0.503,118.027,audio_features,spotify:track:5RVJ6VKfwtosA5Q1qeHdjF,https://api.spotify.com/v1/tracks/5RVJ6VKfwtosA5Q1qeHdjF,https://api.spotify.com/v1/audio-analysis/5RVJ6VKfwtosA5Q1qeHdjF,207440,4,2014-01-01
428,Bad Blood,1989,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,audio_features,spotify:track:0TvQLMecTE8utzoNmvXRbK,https://api.spotify.com/v1/tracks/0TvQLMecTE8utzoNmvXRbK,https://api.spotify.com/v1/audio-analysis/0TvQLMecTE8utzoNmvXRbK,211933,4,2014-01-01
429,Wildest Dreams,1989,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,audio_features,spotify:track:3fVnlF4pGqWI9flVENcT28,https://api.spotify.com/v1/tracks/3fVnlF4pGqWI9flVENcT28,https://api.spotify.com/v1/audio-analysis/3fVnlF4pGqWI9flVENcT28,220440,4,2014-01-01
430,How You Get The Girl,1989,0.764,0.659,5,-6.136,1,0.0492,0.00463,0.00458,0.0915,0.525,119.982,audio_features,spotify:track:5Z9ocF6ng0m2haHnKtHwTp,https://api.spotify.com/v1/tracks/5Z9ocF6ng0m2haHnKtHwTp,https://api.spotify.com/v1/audio-analysis/5Z9ocF6ng0m2haHnKtHwTp,247533,4,2014-01-01
431,This Love,1989,0.485,0.459,4,-8.768,1,0.0337,0.635,0.0,0.101,0.0858,71.981,audio_features,spotify:track:7lTxQZVXlvIX7Z3szSy8Sh,https://api.spotify.com/v1/tracks/7lTxQZVXlvIX7Z3szSy8Sh,https://api.spotify.com/v1/audio-analysis/7lTxQZVXlvIX7Z3szSy8Sh,250093,4,2014-01-01
432,I Know Places,1989,0.595,0.763,0,-4.991,1,0.0661,0.231,0.0,0.2,0.507,159.959,audio_features,spotify:track:6Ck9WerfsyvC4v4AylUoDp,https://api.spotify.com/v1/tracks/6Ck9WerfsyvC4v4AylUoDp,https://api.spotify.com/v1/audio-analysis/6Ck9WerfsyvC4v4AylUoDp,195707,4,2014-01-01
